"","lapse","alpha","beta","participant_id","trials","subs","X","resp","sessions"
"1503",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,10.5,1,1
"1504",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-1.5,1,1
"1505",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-13.5,0,1
"1506",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-7.5,0,1
"1507",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,5.5,0,1
"1508",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,12.5,0,1
"1509",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,18.5,1,1
"1510",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,17.5,1,1
"1511",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-1.5,1,1
"1512",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-7.5,1,1
"1513",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-11.5,1,1
"1514",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-13.5,0,1
"1515",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-12.5,0,1
"1516",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-12.5,0,1
"1517",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,11.5,1,1
"1518",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-13.5,0,1
"1519",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,12.5,1,1
"1520",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-14.5,0,1
"1521",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,12.5,1,1
"1522",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-15.5,0,1
"1523",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,13.5,1,1
"1524",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-15.5,1,1
"1525",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-17.5,0,1
"1526",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,11.5,1,1
"1527",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-18.5,0,1
"1528",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,11.5,1,1
"1529",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-18.5,0,1
"1530",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,11.5,1,1
"1531",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-18.5,0,1
"1532",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,11.5,1,1
"1533",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-17.5,1,1
"1534",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-20.5,0,1
"1535",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-20.5,0,1
"1536",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,11.5,1,1
"1537",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,10.5,1,1
"1538",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-20.5,0,1
"1539",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,10.5,1,1
"1540",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-19.5,0,1
"1541",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,9.5,1,1
"1542",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-19.5,1,1
"1543",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-22.5,0,1
"1544",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,9.5,1,1
"1545",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-21.5,0,1
"1546",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,9.5,0,1
"1547",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-21.5,0,1
"1548",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,12.5,0,1
"1549",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,14.5,0,1
"1550",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,15.5,1,1
"1551",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-19.5,0,1
"1552",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,15.5,1,1
"1553",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-19.5,1,1
"1554",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-21.5,1,1
"1555",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-22.5,0,1
"1556",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-22.5,0,1
"1557",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,14.5,1,1
"1558",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,14.5,1,1
"1559",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-22.5,0,1
"1560",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,14.5,1,1
"1561",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-22.5,0,1
"1562",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,14.5,1,1
"1563",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-22.5,1,1
"1564",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-23.5,0,1
"1565",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-23.5,0,1
"1566",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,13.5,1,1
"1567",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-23.5,0,1
"1568",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,13.5,0,1
"1569",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,14.5,1,1
"1570",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-23.5,0,1
"1571",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,14.5,1,1
"1572",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-23.5,0,1
"1573",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,15.5,1,1
"1574",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-23.5,0,1
"1575",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,15.5,1,1
"1576",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,14.5,1,1
"1577",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-23.5,0,1
"1578",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,14.5,1,1
"1579",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-23.5,1,1
"1580",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-24.5,0,1
"1581",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-24.5,0,1
"1582",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,14.5,1,1
"1583",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-24.5,0,1
"1584",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,14.5,1,1
"1585",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-24.5,0,1
"1586",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,14.5,0,1
"1587",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,15.5,1,1
"1588",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-23.5,0,1
"1589",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,15.5,1,1
"1590",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-23.5,0,1
"1591",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,15.5,1,1
"1592",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-23.5,0,1
"1593",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,15.5,1,1
"1594",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-23.5,1,1
"1595",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-24.5,0,1
"1596",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,14.5,1,1
"1597",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-24.5,0,1
"1598",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,14.5,1,1
"1599",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,14.5,1,1
"1600",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-24.5,0,1
"1601",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,14.5,1,1
"1602",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-24.5,0,1
"1603",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,14.5,1,1
"1604",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-23.5,0,1
"1605",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,13.5,1,1
"1606",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-23.5,0,1
"1607",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,13.5,1,1
"1608",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-23.5,0,1
"1609",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,13.5,1,1
"1610",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-23.5,0,1
"1611",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,13.5,1,1
"1612",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-22.5,0,1
"1613",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,12.5,0,1
"1614",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-22.5,0,1
"1615",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,14.5,1,1
"1616",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-22.5,0,1
"1617",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,13.5,1,1
"1618",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-22.5,0,1
"1619",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,13.5,0,1
"1620",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,15.5,1,1
"1621",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-22.5,0,1
"1622",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,14.5,1,1
"1623",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-21.5,0,1
"1624",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,14.5,1,1
"1625",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-21.5,0,1
"1626",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,14.5,1,1
"1627",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-21.5,0,1
"1628",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,13.5,1,1
"1629",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-21.5,0,1
"1630",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,13.5,1,1
"1631",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-20.5,0,1
"1632",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,13.5,1,1
"1633",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-20.5,0,1
"1634",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,13.5,1,1
"1635",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-20.5,1,1
"1636",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,13.5,1,1
"1637",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-21.5,0,1
"1638",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,12.5,1,1
"1639",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-21.5,0,1
"1640",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,12.5,1,1
"1641",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-21.5,1,1
"1642",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-22.5,0,1
"1643",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,12.5,1,1
"1644",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,12.5,1,1
"1645",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-22.5,0,1
"1646",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,12.5,1,1
"1647",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-21.5,0,1
"1648",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,11.5,1,1
"1649",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,-21.5,0,1
"1650",0.103979545428978,-10.7067495057462,9.06503277582943,11,150,149,11.5,1,1
"1651",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-0.5,1,1
"1652",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-23.5,0,1
"1653",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-11.5,0,1
"1654",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,0.5,1,1
"1655",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-7.5,0,1
"1656",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-3.5,0,1
"1657",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,3.5,0,1
"1658",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,12.5,1,1
"1659",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,10.5,0,1
"1660",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,16.5,1,1
"1661",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,15.5,0,1
"1662",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,19.5,1,1
"1663",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,18.5,1,1
"1664",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,18.5,0,1
"1665",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,21.5,1,1
"1666",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,20.5,0,1
"1667",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,23.5,0,1
"1668",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,24.5,0,1
"1669",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,26.5,1,1
"1670",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,25.5,1,1
"1671",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,25.5,1,1
"1672",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,2.5,1,1
"1673",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,1.5,0,1
"1674",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,1.5,0,1
"1675",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,26.5,1,1
"1676",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-0.5,0,1
"1677",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,27.5,1,1
"1678",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-1.5,0,1
"1679",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,28.5,0,1
"1680",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,29.5,1,1
"1681",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,29.5,1,1
"1682",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-1.5,0,1
"1683",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,30.5,1,1
"1684",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-1.5,0,1
"1685",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,30.5,1,1
"1686",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-2.5,0,1
"1687",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,31.5,1,1
"1688",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-2.5,0,1
"1689",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,31.5,1,1
"1690",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-2.5,0,1
"1691",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,31.5,1,1
"1692",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-2.5,0,1
"1693",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,31.5,1,1
"1694",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-2.5,0,1
"1695",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,31.5,1,1
"1696",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-2.5,0,1
"1697",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,30.5,1,1
"1698",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-1.5,0,1
"1699",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,30.5,1,1
"1700",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-1.5,0,1
"1701",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-1.5,1,1
"1702",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,30.5,1,1
"1703",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-3.5,0,1
"1704",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,30.5,1,1
"1705",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-3.5,0,1
"1706",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,29.5,1,1
"1707",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-2.5,0,1
"1708",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,29.5,1,1
"1709",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-2.5,0,1
"1710",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-2.5,0,1
"1711",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,28.5,1,1
"1712",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-1.5,1,1
"1713",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,28.5,1,1
"1714",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-3.5,0,1
"1715",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,28.5,1,1
"1716",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-3.5,0,1
"1717",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,27.5,1,1
"1718",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-3.5,0,1
"1719",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,27.5,1,1
"1720",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-2.5,0,1
"1721",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,27.5,1,1
"1722",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-2.5,0,1
"1723",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,26.5,1,1
"1724",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-1.5,0,1
"1725",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,26.5,1,1
"1726",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-1.5,0,1
"1727",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,25.5,1,1
"1728",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-0.5,0,1
"1729",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,25.5,1,1
"1730",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-0.5,0,1
"1731",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,24.5,1,1
"1732",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,0.5,0,1
"1733",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,24.5,1,1
"1734",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,0.5,0,1
"1735",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,24.5,1,1
"1736",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,23.5,1,1
"1737",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,0.5,0,1
"1738",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,23.5,1,1
"1739",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,1.5,0,1
"1740",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,23.5,1,1
"1741",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,1.5,0,1
"1742",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,22.5,1,1
"1743",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,1.5,0,1
"1744",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,22.5,0,1
"1745",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,1.5,0,1
"1746",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,2.5,1,1
"1747",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,24.5,1,1
"1748",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,23.5,1,1
"1749",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,0.5,0,1
"1750",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,23.5,0,1
"1751",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,0.5,0,1
"1752",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,0.5,1,1
"1753",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,25.5,1,1
"1754",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-0.5,0,1
"1755",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,24.5,1,1
"1756",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,24.5,1,1
"1757",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,-0.5,0,1
"1758",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,24.5,1,1
"1759",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,0.5,0,1
"1760",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,24.5,1,1
"1761",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,0.5,0,1
"1762",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,23.5,1,1
"1763",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,0.5,0,1
"1764",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,23.5,1,1
"1765",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,1.5,0,1
"1766",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,23.5,1,1
"1767",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,1.5,0,1
"1768",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,23.5,1,1
"1769",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,1.5,0,1
"1770",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,22.5,1,1
"1771",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,1.5,0,1
"1772",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,22.5,1,1
"1773",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,1.5,0,1
"1774",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,22.5,1,1
"1775",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,2.5,0,1
"1776",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,22.5,1,1
"1777",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,2.5,1,1
"1778",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,22.5,0,1
"1779",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,1.5,0,1
"1780",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,23.5,1,1
"1781",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,1.5,0,1
"1782",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,23.5,0,1
"1783",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,1.5,0,1
"1784",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,1.5,0,1
"1785",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,24.5,1,1
"1786",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,1.5,0,1
"1787",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,23.5,1,1
"1788",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,1.5,0,1
"1789",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,23.5,1,1
"1790",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,2.5,0,1
"1791",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,23.5,1,1
"1792",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,2.5,0,1
"1793",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,23.5,1,1
"1794",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,2.5,0,1
"1795",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,23.5,1,1
"1796",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,2.5,0,1
"1797",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,22.5,1,1
"1798",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,2.5,0,1
"1799",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,3.5,0,1
"1800",0.0088688085696392,10.0828175553892,9.83015336893744,12,150,149,22.5,1,1
"1801",6.07702781658513e-05,-4.45564807905842,10.690277204608,13,150,149,-0.5,1,1
"1802",6.07702781658513e-05,-4.45564807905842,10.690277204608,13,150,149,-23.5,0,1
